,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
479,80000000,Animation   Family   Adventure,dinosaur   d,en,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",10.088006,BBC Worldwe   Reliance BIG Entertainment   Animal Logic   BBC Earth   Evergreen Films   BBC Earth MD WWD   Evergreen MD,AU  Australia  IN  India  GB  United Kingdom  US  United States of America,2013-12-18,126546518,87.0,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,133,46546518
480,44000000,Action   Science Fiction   War,based on novel   post apocalyptic   dystopia   mining   fighter jet   alien invasion   scientology   cavemen   bureaucrat   city ruin,en,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",7.89147,Franchise Pictures   Warner Bros   JTP Films   Morgan Creek Productions   Battlefield Productions,US  United States of America,2000-05-10,21400000,118.0,Take Back The Planet,Battlefield Earth,255,-22600000
481,80000000,Animation   Comedy   Family,spy   duck   bunny   wretch   film industry   live action and animation,en,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",16.715631,Lonely Film Productions GmbH Co KG   Warner Bros Animation   Warner Bros   Goldmann Pictures   Baltimore Spring Creek Productions   Warner Bros Feature Animation,DE  Germany  US  United States of America,2003-11-14,68514844,90.0,Real life has never been so animated.,Looney Tunes: Back in Action,297,-11485156
482,80000000,Drama   Music   Romance,memory   sewalk cafe   room key   driving a car   coastline   stairway   search for meaning   sequins   singing photograph   sling down a pole   costume designer   duringcreditsstinger   s,en,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",9.357734,The Weinstein Company   Relativity Media,IT  Italy  US  United States of America,2009-12-03,53825515,112.0,"This Holiday Season, Be Italian",Nine,165,-26174485
483,80000000,Action   Adventure   Science Fiction,professor   time travel   quantum mechanics   hundred years war   excavation   la roque   knight   medieval times,en,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.,11.22268,Paramount Pictures   Donners Company   Mutual Film Company   Cobalt Media Group   Artists Production Group APG,US  United States of America,2003-11-26,19480739,116.0,They had to travel into the past to save the future,Timeline,318,-60519261
484,80000000,Drama   Adventure,usa   post   postman   army   apocalypse,en,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",14.564667,Tig Productions   Warner Bros,US  United States of America,1997-12-25,17626234,177.0,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,299,-62373766
485,90000000,Adventure   Comedy   Drama   Family   Fantasy,piggy bank   shortage of money   pig   farm   piglet   talking animal   talking dog   dog   chimpanzee   talking pig,en,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",11.356079,Kennedy Miller Productions,AU  Australia,1998-11-25,69131860,92.0,This little pig went to the city...,Babe: Pig in the City,305,-20868140
486,90000000,Fantasy   Action   Adventure,new york   witch   uprising   witch hunter,en,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",52.612025,Summit Entertainment   Atmosphere Entertainment MM   One Race Films   Goldmann Pictures   NeoReel   Aperture Entertainment   TIK Films,US  United States of America,2015-10-21,146936910,106.0,Hunt forever.,The Last Witch Hunter,1316,56936910
487,80000000,Thriller   Action   Science Fiction,mars   future   astronaut   science   catastrophe,en,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",13.800656,Village Roadshow Pictures   NPV Entertainment   Warner Bros   The Canton Company   Mars Production Pty Ltd,AU  Australia  US  United States of America,2000-11-10,33463969,106.0,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,267,-46536031
488,86000000,Adventure   Fantasy   Animation   Family,grandfather grandson relationship   wretch   treasure hunt   disappearance   family   fantasy world,en,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",27.097932,Canal Plus   Sofica Europacorp   Avalanche Productions   EuropaCorp,FR  France,2006-12-13,107944236,94.0,Adventure awaits in your own backyard.,Arthur and the Invisibles,639,21944236
489,0,Documentary   Family,ocean   sea   fish   whale   duringcreditsstinger,en,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",10.706613,Path u e Films   Canal   TPS Star   Participant Media   France T u e l u e vision   France Cin u e ma   France Cinema   Centre National de la Cin u e matographie CNC   Conseil R u e gional du Calvados   R u e gion Bretagne   Minist u e re du D u e veloppement Durable et de la Mer   JMH TSR   HH Sheikha Salama bint Hamdan Al Nahyan   Conseil G u e n u e ral des C u f tes d Armor   Conseil G u e n u e ral du Morbihan   R u e gion Basse Normandie,FR  France  MC  Monaco  ES  Spain  CH  Switzerland,2009-10-17,19406406,84.0,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,111,19406406
490,80000000,Thriller   Science Fiction   Adventure   Action,dying and death   time travel   romance   dinosaur,en,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",7.342892,Epsilon Motion Pictures   Franchise Pictures   Baldwin Entertainment Group   Dante Entertainment   Crusader Entertainment   ETIC Films   Forge   QI Quality International GmbH Co KG   Signature Pictures   ApolloMedia Distribution   Coco   Film   Jericho Productions Ltd   MFF Sound of Thunder   Matrix Film Finance   Scenario Lane Productions,CZ  Czech Republic  DE  Germany  GB  United Kingdom  US  United States of America,2005-05-15,5989640,110.0,Some Rules Should Never Be Broken.,A Sound of Thunder,111,-74010360
